"Sample"	"Contamination Status"	"Contamination Level"	"Distance"	"Sample Coverage"
"NA19661_49.0.8.bam"	"ND"	"ND"	"0"	"2"
"NA19661_49.0.9.bam"	"ND"	"ND"	"0"	"2"
"NA19661_49.1.0.bam"	"ND"	"ND"	"0"	"2"
"NA19661_5.0.5.bam"	"ND"	"ND"	"0"	"2"
"NA19661_5.0.6.bam"	"ND"	"ND"	"0"	"2"
"NA19661_5.0.7.bam"	"ND"	"ND"	"0"	"2"
"NA19661_5.0.8.bam"	"ND"	"ND"	"0"	"2"
"NA19661_5.0.9.bam"	"ND"	"ND"	"0"	"2"
"NA19661_5.1.0.bam"	"ND"	"ND"	"0"	"2"
"NA19661_50.0.6.bam"	"ND"	"ND"	"0"	"2"
"NA19661_50.0.7.bam"	"ND"	"ND"	"0"	"2"
"NA19661_50.0.8.bam"	"ND"	"ND"	"0"	"2"
"NA19661_50.0.9.bam"	"ND"	"ND"	"0"	"2"
"NA19661_50.1.0.bam"	"ND"	"ND"	"0"	"2"
"NA19661_51.0.3.bam"	"ND"	"ND"	"0"	"2"
"NA19661_51.0.4.bam"	"ND"	"ND"	"0"	"2"
"NA19661_51.0.5.bam"	"ND"	"ND"	"0"	"2"
"NA19661_51.0.6.bam"	"ND"	"ND"	"0"	"2"
"NA19661_51.0.7.bam"	"ND"	"ND"	"0"	"2"
"NA19661_51.0.8.bam"	"ND"	"ND"	"0"	"3"
"NA19661_51.0.9.bam"	"ND"	"ND"	"0"	"2"
"NA19661_51.1.0.bam"	"ND"	"ND"	"0"	"2"
"NA19661_52.0.2.bam"	"ND"	"ND"	"0"	"2"
"NA19661_52.0.3.bam"	"ND"	"ND"	"0"	"2"
"NA19661_52.0.4.bam"	"ND"	"ND"	"0"	"2"
"NA19661_52.0.5.bam"	"ND"	"ND"	"0"	"2"
"NA19661_52.0.6.bam"	"ND"	"ND"	"0"	"2"
"NA19661_52.0.7.bam"	"ND"	"ND"	"0"	"2"
"NA19661_52.0.8.bam"	"ND"	"ND"	"0"	"2"
"NA19661_52.0.9.bam"	"ND"	"ND"	"0"	"2"
