"Sample"	"Contamination Status"	"Contamination Level"	"Distance"	"Sample Coverage"
"HG00473_36.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_36.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_37.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_37.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_37.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_37.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_37.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_37.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_37.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_38.0.3.bam"	"ND"	"ND"	"0"	"2"
"HG00473_38.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_38.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_38.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_38.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_38.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_38.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_38.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_39.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_39.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_39.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_39.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_39.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_39.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_39.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_4.0.2.bam"	"ND"	"ND"	"0"	"2"
"HG00473_4.0.3.bam"	"ND"	"ND"	"0"	"2"
"HG00473_4.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_4.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_4.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_4.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_4.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_4.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_4.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_40.0.3.bam"	"ND"	"ND"	"0"	"2"
"HG00473_40.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_40.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_40.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_40.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_40.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_40.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_40.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_41.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_41.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_41.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_41.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_41.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_41.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_41.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_42.0.3.bam"	"ND"	"ND"	"0"	"2"
"HG00473_42.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_42.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_42.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_42.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_42.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_42.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_42.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_43.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_43.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_43.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_43.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_43.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_43.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_43.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_44.0.2.bam"	"ND"	"ND"	"0"	"2"
"HG00473_44.0.3.bam"	"ND"	"ND"	"0"	"2"
"HG00473_44.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_44.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_44.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_44.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_44.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_44.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_44.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_45.0.2.bam"	"ND"	"ND"	"0"	"2"
"HG00473_45.0.3.bam"	"ND"	"ND"	"0"	"2"
"HG00473_45.0.4.bam"	"ND"	"ND"	"0"	"2"
"HG00473_45.0.5.bam"	"ND"	"ND"	"0"	"2"
"HG00473_45.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_45.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_45.0.8.bam"	"ND"	"ND"	"0"	"2"
"HG00473_45.0.9.bam"	"ND"	"ND"	"0"	"2"
"HG00473_45.1.0.bam"	"ND"	"ND"	"0"	"2"
"HG00473_46.0.6.bam"	"ND"	"ND"	"0"	"2"
"HG00473_46.0.7.bam"	"ND"	"ND"	"0"	"2"
"HG00473_46.0.8.bam"	"ND"	"ND"	"0"	"2"
